FinanceID,Chave_Data,SiteID,CAPEX_ESG,OPEX_ESG,SavingsEstimate,RevenueImpactEstimate
FIN-000752,20230623,S-002,64145.6,15003.3,47519.58,21502.85
FIN-000753,20230603,S-002,47950.25,19202.15,14693.32,16522.93
FIN-000754,20241113,S-003,73687.86,9126.34,40846.68,12052.6
FIN-000755,20241012,S-004,71036.05,11561.5,7767.27,11460.86
FIN-000756,20230616,S-002,13973.57,15304.35,28962.6,14010.43
FIN-000757,20240923,S-001,75023.2,17129.61,33653.33,14556.53
FIN-000758,20230802,S-001,71048.13,17715.24,24200.45,11572.25
FIN-000759,20231106,S-005,65033.81,14470.18,49730.5,14118.84
FIN-000760,20240203,S-005,10993.9,18708.74,21680.01,892.81
FIN-000761,20240222,S-003,65006.94,2241.2,24669.83,17304.72
FIN-000762,20240309,S-001,41409.47,8192.39,45826.81,5419.21
FIN-000763,20231123,S-003,92740.2,8225.44,21959.91,26956.68
FIN-000764,20240902,S-002,31912.38,4758.89,22311.08,857.65
FIN-000765,20240124,S-001,52402.58,5547.67,14506.01,18008.47
FIN-000766,20241130,S-003,62688.59,4996.05,6530.52,12791.33
FIN-000767,20241207,S-003,11151.83,18594.37,49613.54,24373.99
FIN-000768,20241017,S-005,77195.95,10747.47,44928.51,7864.83
FIN-000769,20230214,S-003,49057.3,16114.73,20686.6,5473.97
FIN-000770,20230510,S-002,76103.7,14139.44,42256.58,25207.36
FIN-000771,20231004,S-004,36426.43,19181.99,24798.84,13178.77
FIN-000772,20230208,S-001,61698.24,2988.76,21133.53,10250.22
FIN-000773,20230122,S-001,90761.97,12351.2,18460.26,20901.49
FIN-000774,20241102,S-004,32547.44,17699.91,6369.97,13211.06
FIN-000775,20230118,S-005,30874.13,13952.92,8637.88,9227.07
FIN-000776,20230310,S-003,72515.36,8543.85,13958.33,14460.0
FIN-000777,20230721,S-005,86945.39,18115.34,31322.86,23158.63
FIN-000778,20230317,S-004,67806.87,3634.24,30343.33,10751.51
FIN-000779,20240815,S-002,46989.85,1807.16,38409.53,7598.16
FIN-000780,20231025,S-005,81457.92,11225.55,5433.34,11813.59
FIN-000781,20240628,S-003,46735.8,4101.33,39022.76,24398.68
FIN-000782,20240117,S-003,90633.45,4421.24,32893.72,3207.79
FIN-000783,20230401,S-001,89455.23,4314.88,18715.24,14680.86
FIN-000784,20230816,S-005,68492.42,12449.6,33064.7,14493.46
FIN-000785,20230505,S-002,81529.38,17362.65,15295.01,19562.09
FIN-000786,20230324,S-002,31736.07,16463.66,29266.56,7225.26
FIN-000787,20230121,S-001,38360.19,18455.01,6723.47,16377.27
FIN-000788,20241202,S-004,90614.57,8700.53,35783.82,3684.1
FIN-000789,20240126,S-004,49373.95,6619.38,31531.66,20959.58
FIN-000790,20241109,S-002,97460.85,7097.96,27666.96,25620.02
FIN-000791,20230528,S-004,54470.16,12976.64,14957.51,15355.05
FIN-000792,20240611,S-005,54726.14,4409.63,28434.16,28193.51
FIN-000793,20230905,S-003,89998.99,14192.0,15253.05,10387.29
FIN-000794,20240929,S-001,65492.65,7053.95,38572.86,9195.61
FIN-000795,20241101,S-004,93712.06,14755.23,32977.22,8726.48
FIN-000796,20240925,S-003,73539.3,6309.98,10616.81,456.82
FIN-000797,20240120,S-003,79649.25,3633.27,20842.92,6477.83
FIN-000798,20240409,S-004,48026.14,4905.09,23770.45,28201.34
FIN-000799,20240727,S-003,42573.18,16262.23,32988.38,14994.47
FIN-000800,20240405,S-003,81636.06,9836.6,18589.17,187.66
FIN-000801,20231226,S-005,90124.93,7303.97,43862.53,29233.05
FIN-000802,20230422,S-005,10029.6,7275.2,42535.42,19587.1
FIN-000803,20231116,S-004,59629.55,8064.15,27874.99,12895.23
FIN-000804,20231019,S-001,52951.9,19816.56,21017.27,4949.93
FIN-000805,20231011,S-001,71017.91,10809.01,16243.16,5915.96
FIN-000806,20230821,S-004,59865.03,16536.89,45905.54,7342.15
FIN-000807,20240811,S-005,81796.49,11032.21,19554.3,21947.23
FIN-000808,20230714,S-003,11577.43,9311.07,3878.05,11483.28
FIN-000809,20241110,S-004,68048.88,18326.32,47973.76,8358.28
FIN-000810,20230921,S-001,50460.15,4010.74,35505.72,23482.07
FIN-000811,20240210,S-002,95647.05,6382.15,33278.54,12913.72
FIN-000812,20240320,S-003,82618.47,7870.22,41508.61,27097.67
FIN-000813,20241119,S-003,20682.47,13528.1,25693.67,28742.46
FIN-000814,20240922,S-002,92634.73,16126.95,13953.72,3825.48
FIN-000815,20240209,S-004,23846.96,17899.39,14080.03,24755.43
FIN-000816,20240729,S-004,19373.38,8618.9,37410.64,3226.37
FIN-000817,20240706,S-001,19418.03,10493.05,48858.53,14700.6
FIN-000818,20241126,S-005,91875.98,14672.72,30125.41,25503.76
FIN-000819,20240723,S-002,14850.87,6647.06,21851.06,23729.06
FIN-000820,20240717,S-004,49551.75,4489.6,33455.48,3242.74
FIN-000821,20240514,S-001,42533.46,13807.13,11209.66,20653.48
FIN-000822,20230701,S-004,40528.43,18220.18,46581.75,3734.47
FIN-000823,20230607,S-004,16314.23,3862.1,7930.34,27869.14
FIN-000824,20230315,S-005,66626.39,12669.57,47307.52,29822.32
FIN-000825,20240417,S-003,91174.02,10296.05,35361.6,18892.09
FIN-000826,20230817,S-001,92090.47,2877.5,34488.67,28601.83
FIN-000827,20230901,S-003,59064.21,17238.38,27755.41,18785.92
FIN-000828,20230515,S-002,86006.7,5293.84,6184.61,15507.48
FIN-000829,20230124,S-004,58199.69,11917.21,41566.06,4011.47
FIN-000830,20230617,S-002,10636.21,3901.53,43211.07,777.36
FIN-000831,20231105,S-004,67520.18,4360.98,43811.31,11728.46
FIN-000832,20231226,S-002,83715.29,11387.06,29350.4,20132.77
FIN-000833,20240107,S-004,23814.35,3816.79,23476.25,25110.76
FIN-000834,20241122,S-002,71130.49,4526.08,22669.95,19197.59
FIN-000835,20230418,S-005,21356.63,9970.98,9550.57,21693.61
FIN-000836,20230516,S-002,20055.3,10328.15,6219.6,29606.54
FIN-000837,20241207,S-003,26956.46,16830.34,44259.91,6884.69
FIN-000838,20230312,S-003,79307.65,5993.47,35658.65,16423.71
FIN-000839,20240422,S-001,57444.6,14537.11,38528.6,28270.84
FIN-000840,20230603,S-001,10840.43,13283.45,37038.89,23042.09
FIN-000841,20240509,S-005,54998.61,10542.54,34069.94,7417.58
FIN-000842,20230926,S-004,37067.87,1729.66,48516.38,21049.66
FIN-000843,20230324,S-004,58512.37,12009.31,6412.82,12772.71
FIN-000844,20230725,S-002,12337.23,18633.32,5699.51,14320.97
FIN-000845,20240906,S-005,37708.31,13698.31,15253.42,19676.03
FIN-000846,20230529,S-005,35999.93,18541.94,45396.5,23944.71
FIN-000847,20230623,S-002,84578.95,3135.74,48250.21,26922.06
FIN-000848,20240614,S-003,37728.86,9740.94,35002.23,15580.45
FIN-000849,20230304,S-005,79049.71,5751.57,7152.13,20345.35
FIN-000850,20241012,S-004,36729.99,8228.15,8908.27,29762.43
FIN-000851,20230717,S-002,79681.81,2789.36,7423.4,2064.84
FIN-000852,20240330,S-004,43684.43,9606.37,28554.96,12978.14
FIN-000853,20240123,S-002,64981.52,5167.84,33217.61,11240.88
FIN-000854,20230417,S-003,81638.13,9633.06,4845.13,6167.84
FIN-000855,20240219,S-002,69353.92,4105.92,40724.74,15322.18
FIN-000856,20240229,S-002,12702.53,2371.72,26224.34,4847.13
FIN-000857,20241121,S-003,38653.04,14936.6,49118.24,1919.05
FIN-000858,20240918,S-001,18115.98,15550.91,11624.47,6239.43
FIN-000859,20240204,S-004,80922.94,11969.78,15566.35,8909.26
FIN-000860,20230906,S-002,35723.97,16379.95,40085.7,14971.04
FIN-000861,20230113,S-005,32088.87,2649.31,39937.54,11987.08
FIN-000862,20240304,S-005,20346.51,15241.85,11614.13,18584.66
FIN-000863,20231116,S-005,84660.91,6996.93,7873.48,28897.91
FIN-000864,20240522,S-001,86786.36,15820.69,24777.3,826.3
FIN-000865,20231203,S-005,11630.25,19063.44,23825.2,9273.04
FIN-000866,20241012,S-001,19661.95,16107.57,5013.94,7964.71
FIN-000867,20240619,S-002,60930.78,1954.05,15728.58,26098.42
FIN-000868,20230817,S-002,94220.41,16766.9,46262.04,12872.17
FIN-000869,20230514,S-001,77560.48,9578.55,18231.91,26058.38
FIN-000870,20230822,S-005,66774.41,15879.14,2499.61,17053.89
FIN-000871,20230615,S-001,89326.38,16747.39,9250.11,28755.22
FIN-000872,20231208,S-004,11271.52,19700.78,15076.98,6356.87
FIN-000873,20240124,S-001,71917.96,17272.41,45487.13,24961.54
FIN-000874,20240215,S-003,42494.25,10153.09,45143.25,15567.12
FIN-000875,20240928,S-002,48842.33,8187.16,47413.26,21739.19
FIN-000876,20230614,S-005,94786.36,11811.51,24688.81,17495.31
FIN-000877,20230306,S-005,53392.66,4330.31,33188.03,20727.37
FIN-000878,20240526,S-005,61784.33,5015.48,7449.83,10088.25
FIN-000879,20230717,S-005,75777.28,16388.26,37867.62,26940.93
FIN-000880,20230828,S-001,56426.81,2810.22,18043.35,7728.91
FIN-000881,20230723,S-003,35035.86,13327.29,17133.21,29507.11
FIN-000882,20231024,S-004,66623.53,13041.28,15953.81,9545.76
FIN-000883,20240507,S-003,38649.08,11112.9,10650.03,22966.77
FIN-000884,20240922,S-002,80466.56,8666.16,19765.03,15419.33
FIN-000885,20240919,S-005,17768.22,10006.29,12142.41,18474.11
FIN-000886,20230926,S-002,33948.36,5164.97,28078.73,513.92
FIN-000887,20230313,S-002,79305.12,11729.46,19857.1,14678.19
FIN-000888,20230215,S-002,88890.51,4819.31,16831.81,27732.46
FIN-000889,20231227,S-003,90782.18,4902.07,11871.5,10150.54
FIN-000890,20230907,S-001,12703.7,13931.03,30723.82,28265.29
FIN-000891,20240725,S-002,31207.09,2053.44,31681.77,28487.82
FIN-000892,20240120,S-002,95886.36,15161.61,29524.88,4511.08
FIN-000893,20240923,S-001,86043.95,10487.38,48380.33,25033.42
FIN-000894,20230926,S-004,97370.35,19411.18,6862.8,16553.81
FIN-000895,20230606,S-003,29784.53,2865.91,49817.15,29941.83
FIN-000896,20230909,S-004,27717.12,4062.84,8198.25,21087.89
FIN-000897,20240506,S-002,85995.88,19573.02,6759.71,16039.61
FIN-000898,20240221,S-003,96820.36,8080.65,16105.81,3277.06
FIN-000899,20230708,S-002,21977.09,19627.77,2437.37,6658.37
FIN-000900,20230426,S-003,23838.4,18885.65,33647.05,15132.75
FIN-000901,20240816,S-001,31817.36,12628.28,20631.09,4173.21
FIN-000902,20230127,S-005,89963.52,13989.0,27788.55,8843.53
FIN-000903,20240214,S-002,26841.52,10817.09,658.43,18845.84
FIN-000904,20241226,S-001,55929.82,3918.69,3773.28,21369.4
FIN-000905,20240622,S-003,64307.45,2473.24,13867.64,16497.21
FIN-000906,20230625,S-004,40615.77,11803.68,3595.21,13369.42
FIN-000907,20241116,S-004,12692.67,12199.84,26164.97,529.47
FIN-000908,20241215,S-003,78341.7,9209.03,34471.27,22452.4
FIN-000909,20231221,S-002,26554.28,8396.77,31844.28,7399.55
FIN-000910,20240211,S-002,96771.11,9479.41,43941.39,23320.85
FIN-000911,20240729,S-001,24973.79,2772.71,13834.59,15230.86
FIN-000912,20230703,S-004,79996.97,2235.56,9068.41,28351.51
FIN-000913,20241012,S-001,78118.33,17567.56,34042.89,19288.27
FIN-000914,20230928,S-002,19198.34,18899.04,22564.72,21969.63
FIN-000915,20230305,S-002,73014.3,9016.57,13741.74,9548.01
FIN-000916,20241126,S-002,79837.75,10155.98,37130.93,4179.46
FIN-000917,20231215,S-005,86054.45,11591.94,6588.58,8372.25
FIN-000918,20240618,S-004,11231.23,18716.35,40972.76,24749.4
FIN-000919,20241101,S-001,35291.43,17964.59,46877.6,6514.06
FIN-000920,20230611,S-002,72917.7,18582.72,27678.01,8113.18
FIN-000921,20240816,S-003,89874.5,7501.28,20700.17,24275.29
FIN-000922,20231220,S-003,93104.2,18636.26,17434.73,2321.16
FIN-000923,20240413,S-004,82833.89,19355.81,12937.95,10481.43
FIN-000924,20240819,S-004,20681.92,12652.74,17858.55,26007.29
FIN-000925,20231208,S-004,19967.5,7203.18,33025.74,3726.36
FIN-000926,20240920,S-001,57501.2,12820.1,33955.27,27992.21
FIN-000927,20240623,S-005,48394.89,13905.29,42560.8,19435.5
FIN-000928,20240809,S-003,95259.65,17573.89,29802.26,13851.47
FIN-000929,20230816,S-003,99520.78,8954.64,14190.62,10635.99
FIN-000930,20240210,S-005,76143.56,1584.96,44554.02,25435.97
FIN-000931,20240221,S-002,19568.55,8550.62,48127.39,12998.81
FIN-000932,20240921,S-005,94259.08,6385.6,3615.08,6661.94
FIN-000933,20230506,S-001,68932.05,16457.55,31356.69,16459.12
FIN-000934,20240117,S-003,64101.86,8870.54,21554.79,20188.13
FIN-000935,20230604,S-005,14525.9,17182.61,47006.19,6389.7
FIN-000936,20241005,S-003,33564.57,8603.78,39843.79,29187.82
FIN-000937,20241111,S-003,37690.88,13325.42,39457.16,17545.02
FIN-000938,20230524,S-001,39779.21,6304.72,36131.39,27306.2
FIN-000939,20231129,S-005,63250.35,2340.65,41362.17,19533.86
FIN-000940,20230909,S-001,78404.37,17152.5,12097.82,25107.31
FIN-000941,20230309,S-003,99239.49,14005.53,31549.63,5580.8
FIN-000942,20240823,S-004,14923.42,15107.24,25186.08,8890.31
FIN-000943,20240121,S-005,87945.19,5101.17,40495.83,23482.44
FIN-000944,20231214,S-004,19369.15,4488.14,33755.77,4027.21
FIN-000945,20241213,S-001,60922.94,6161.13,27846.09,2378.84
FIN-000946,20231123,S-005,62836.53,6159.48,25431.71,22951.65
FIN-000947,20230622,S-005,16882.32,14724.96,19094.64,7242.25
FIN-000948,20230115,S-005,32787.33,10353.83,32000.35,608.56
FIN-000949,20241211,S-005,23650.68,15824.95,21359.92,23485.52
FIN-000950,20230405,S-002,91187.75,13285.77,41299.4,25635.57
FIN-000951,20230317,S-003,15034.13,13468.22,42532.34,24633.17
FIN-000952,20240417,S-005,57167.17,1316.34,14623.57,26085.29
FIN-000953,20230805,S-002,17531.32,12954.79,30769.42,21448.86
FIN-000954,20230706,S-004,74310.57,7580.37,32630.46,7548.36
FIN-000955,20230712,S-003,82199.21,2987.1,18018.78,10294.71
FIN-000956,20231004,S-005,66968.69,17068.38,5233.77,13754.51
FIN-000957,20240425,S-003,93317.76,10066.04,5500.59,28190.37
FIN-000958,20230831,S-005,68616.67,4880.76,11783.24,20125.15
FIN-000959,20231031,S-005,30179.08,9679.78,43096.66,6926.97
FIN-000960,20240926,S-001,90550.03,5003.36,21984.44,480.06
FIN-000961,20241103,S-003,25928.31,4613.3,19579.97,21862.73
FIN-000962,20231230,S-001,57567.57,16482.81,35444.88,5355.6
FIN-000963,20241031,S-005,49430.49,10647.13,17692.56,24103.98
FIN-000964,20230526,S-003,77840.46,2564.48,44842.82,727.8
FIN-000965,20240616,S-001,92777.62,12407.11,34914.68,26663.98
FIN-000966,20240718,S-004,89883.13,4707.6,17904.65,8573.5
FIN-000967,20230812,S-002,95544.71,16944.85,29036.96,6397.0
FIN-000968,20240919,S-005,24761.04,18653.37,25537.35,26654.62
FIN-000969,20240518,S-004,32978.05,10285.4,14307.76,22382.06
FIN-000970,20231225,S-002,80873.77,15743.67,30501.79,3055.77
FIN-000971,20230504,S-001,63003.15,15569.86,22297.59,17185.99
FIN-000972,20230912,S-001,98247.72,13426.98,11179.09,21471.12
FIN-000973,20241102,S-002,88018.23,9170.7,6399.53,26694.09
FIN-000974,20240219,S-004,99178.26,16124.03,551.61,22311.86
FIN-000975,20230515,S-001,16849.24,10490.71,47089.48,24325.13
FIN-000976,20240202,S-002,26059.9,8421.54,5246.66,19389.97
FIN-000977,20230819,S-005,45744.06,8123.87,41514.8,13244.86
FIN-000978,20240506,S-004,17158.05,2234.91,38029.28,21693.67
FIN-000979,20230426,S-003,88537.82,13184.26,18051.5,12349.13
FIN-000980,20240426,S-004,32466.41,12076.3,48152.56,17748.95
FIN-000981,20230722,S-005,77082.53,3209.34,43221.8,1798.82
FIN-000982,20230805,S-001,46821.54,9600.87,47630.64,24302.18
FIN-000983,20241205,S-003,76737.9,19594.15,32112.33,13907.69
FIN-000984,20230627,S-001,60436.25,16138.63,19155.32,28795.45
FIN-000985,20230719,S-003,38732.64,10847.92,32776.41,19551.67
FIN-000986,20240108,S-001,84584.31,7799.98,23020.65,19392.89
FIN-000987,20230325,S-003,51919.26,11036.57,5730.55,17553.95
FIN-000988,20241206,S-001,94547.56,16434.22,1406.6,27501.98
FIN-000989,20230306,S-003,90068.27,19976.9,7118.12,2952.35
FIN-000990,20240412,S-002,31355.86,10461.35,12658.93,9934.48
FIN-000991,20240807,S-002,74676.06,18519.54,37602.16,12642.56
FIN-000992,20230402,S-003,48108.39,19088.44,11573.61,29074.26
FIN-000993,20230720,S-002,57435.67,2051.82,4270.94,23044.29
FIN-000994,20241020,S-004,63229.97,17233.92,22517.42,25774.85
FIN-000995,20241105,S-004,82095.35,17874.41,23494.45,23424.08
FIN-000996,20231027,S-004,70606.53,2696.37,16425.29,3730.26
FIN-000997,20230207,S-001,46088.51,17198.63,9315.39,6865.89
FIN-000998,20230223,S-005,63565.51,11143.11,10022.13,21407.31
FIN-000999,20230908,S-002,26668.95,2166.98,23533.39,26096.77
FIN-001000,20241015,S-003,59771.42,11495.78,27437.5,28290.86
FIN-001001,20240224,S-004,73363.87,2449.46,38386.75,22605.1
FIN-001002,20241107,S-003,44438.94,14376.51,24349.49,14800.04
FIN-001003,20240708,S-005,97744.97,15038.83,34912.16,26955.78
FIN-001004,20231130,S-002,87755.35,9362.28,21315.67,17026.72
FIN-001005,20230824,S-005,22579.2,19680.13,47505.28,19959.42
FIN-001006,20240218,S-004,60372.65,4262.83,29344.17,9477.29
FIN-001007,20240304,S-005,94903.0,3304.49,5959.23,2256.53
FIN-001008,20230325,S-003,43097.08,18673.35,15586.0,27014.35
FIN-001009,20240810,S-002,79921.55,14023.09,17215.9,24469.19
FIN-001010,20240415,S-002,10585.21,13014.48,43092.79,10778.53
FIN-001011,20230612,S-002,92079.63,18649.66,36830.7,9183.43
FIN-001012,20230131,S-003,21349.28,14841.23,22809.24,374.32
FIN-001013,20231010,S-005,91750.8,12411.77,44314.86,20369.81
FIN-001014,20240721,S-005,60499.11,10059.45,44435.2,3213.47
FIN-001015,20231010,S-003,31294.93,14483.06,10929.74,19227.65
FIN-001016,20230215,S-002,44389.8,18028.9,17368.79,27240.14
FIN-001017,20230709,S-002,93442.4,15410.99,17702.84,22884.62
FIN-001018,20230608,S-003,73192.31,8075.04,8681.49,28356.59
FIN-001019,20240102,S-001,76259.09,7808.1,45206.71,2171.8
FIN-001020,20230913,S-002,96346.12,18247.43,17193.04,9424.25
FIN-001021,20231017,S-002,69125.18,12078.19,13438.95,23685.89
FIN-001022,20230826,S-004,71595.4,12888.11,19717.62,5186.53
FIN-001023,20231027,S-004,86460.72,11691.85,33200.93,18086.82
FIN-001024,20230506,S-003,58944.51,11260.99,35568.16,8724.04
FIN-001025,20240324,S-005,85166.88,4270.21,31217.89,18286.83
FIN-001026,20240804,S-003,33869.25,17109.28,1334.81,14136.56
FIN-001027,20231215,S-005,44745.12,10716.41,25232.35,19911.09
FIN-001028,20240429,S-002,83502.3,7431.89,6852.97,5206.5
FIN-001029,20231130,S-002,72966.02,9473.49,5208.68,5200.71
FIN-001030,20240206,S-003,30118.54,2695.76,23746.24,28345.88
FIN-001031,20240518,S-004,22370.32,2944.28,45284.72,24795.8
FIN-001032,20230703,S-005,45060.22,6960.62,19539.3,21663.92
FIN-001033,20230420,S-003,36091.27,6924.7,18521.26,3178.56
FIN-001034,20230914,S-005,86336.11,8652.43,14621.96,15367.63
FIN-001035,20241122,S-004,88840.09,12223.11,40584.43,6945.29
FIN-001036,20240215,S-005,45859.12,17472.22,32903.82,5655.82
FIN-001037,20241004,S-005,81874.67,2037.04,43015.03,16717.93
FIN-001038,20240903,S-001,73419.84,8189.5,19536.84,20529.43
FIN-001039,20230623,S-001,69991.73,12857.61,41087.39,27628.61
FIN-001040,20230730,S-003,77867.16,9504.96,25524.91,1660.5
FIN-001041,20230418,S-004,84283.07,10098.93,49968.08,9416.25
FIN-001042,20231111,S-004,22759.39,14898.06,19231.99,4217.03
FIN-001043,20230911,S-001,10215.86,17276.09,36944.47,9639.11
FIN-001044,20230403,S-002,79232.54,13875.3,43901.14,5640.26
FIN-001045,20230714,S-001,79822.68,19629.77,35879.8,3744.67
FIN-001046,20240322,S-001,66319.32,12954.37,30528.71,10323.71
FIN-001047,20240517,S-004,91357.42,18247.69,42935.53,5448.89
FIN-001048,20230621,S-003,74088.48,11274.92,33200.42,13117.03
FIN-001049,20240411,S-004,90662.47,7542.86,35106.67,26756.6
FIN-001050,20240314,S-001,11624.78,3045.47,11506.51,27635.94
FIN-001051,20241224,S-005,87411.78,18706.21,40710.54,21028.48
FIN-001052,20241004,S-003,85811.34,2532.87,12853.15,28207.47
FIN-001053,20231203,S-001,75825.5,3527.13,38756.62,19356.66
FIN-001054,20240704,S-005,65453.73,17767.51,44888.49,22675.26
FIN-001055,20241006,S-002,26045.27,13030.41,3711.95,16626.52
FIN-001056,20230306,S-005,35920.74,19244.85,31707.77,11045.87
FIN-001057,20241228,S-003,52890.17,9850.28,36326.09,4947.8
FIN-001058,20230607,S-004,62525.16,8781.04,35249.58,24583.58
FIN-001059,20240820,S-005,67132.03,19872.84,35879.29,29265.55
FIN-001060,20230215,S-003,63661.63,19436.94,5850.09,7443.23
FIN-001061,20240217,S-005,74982.67,13172.65,15942.18,15638.27
FIN-001062,20230614,S-001,97717.24,3786.58,15501.26,13717.55
FIN-001063,20230205,S-003,61004.61,10345.92,36637.76,9137.19
FIN-001064,20241223,S-002,10426.33,7332.61,47513.22,17108.06
FIN-001065,20230224,S-004,63691.01,18514.72,8973.48,26872.8
FIN-001066,20240802,S-004,38293.28,6885.8,29836.59,24017.42
FIN-001067,20240728,S-002,90356.51,19989.27,23545.57,12101.07
FIN-001068,20240508,S-003,42619.62,16686.61,37102.82,15233.64
FIN-001069,20230109,S-004,39774.38,6780.73,22327.59,1838.21
FIN-001070,20230420,S-002,35712.15,12984.63,8935.32,21970.37
FIN-001071,20231214,S-005,36437.58,15135.17,4687.2,28344.72
FIN-001072,20241022,S-002,98417.14,9937.68,5296.75,15276.57
FIN-001073,20231208,S-004,13037.88,15461.8,25540.43,238.06
FIN-001074,20240305,S-005,43037.88,8071.42,17943.32,29339.13
FIN-001075,20230210,S-003,15856.36,14070.96,30037.2,15282.3
FIN-001076,20240303,S-002,73558.13,19131.18,44245.19,7977.59
FIN-001077,20231221,S-001,53806.59,4159.6,11300.61,6932.91
FIN-001078,20240229,S-001,75573.98,8949.5,36852.48,1016.82
FIN-001079,20230214,S-001,90721.41,7814.04,2486.46,28694.31
FIN-001080,20230417,S-004,15079.39,16587.48,5520.45,9887.93
FIN-001081,20240814,S-005,46922.8,6986.66,22127.34,23584.96
FIN-001082,20240602,S-003,26340.58,15551.83,4303.35,650.31
FIN-001083,20240924,S-003,91745.01,10809.93,37725.3,1613.62
FIN-001084,20240605,S-003,22290.14,5376.52,13512.16,23657.98
FIN-001085,20240416,S-002,45698.79,4505.27,17252.84,4841.86
FIN-001086,20230115,S-004,44622.75,5360.59,38524.51,11810.74
FIN-001087,20230520,S-005,15123.45,15345.32,19256.83,2218.77
FIN-001088,20230213,S-004,94535.44,8334.03,27055.66,12506.34
FIN-001089,20240111,S-003,15842.81,17261.84,16607.57,20491.16
FIN-001090,20240919,S-003,77768.38,18589.07,17046.19,7883.9
FIN-001091,20241010,S-005,65176.69,18402.89,47921.69,19946.36
FIN-001092,20240913,S-003,60246.44,15827.04,15798.74,12289.13
FIN-001093,20230104,S-001,25327.89,5328.91,11068.7,21885.83
FIN-001094,20240424,S-002,58166.66,13287.43,15888.09,78.5
FIN-001095,20231002,S-001,31058.83,10712.32,4188.48,21498.5
FIN-001096,20231129,S-005,45683.17,14807.49,4041.99,20984.76
FIN-001097,20231125,S-004,39004.16,14833.39,5710.65,18565.6
FIN-001098,20230310,S-002,68844.07,2639.27,9966.13,21545.53
FIN-001099,20241229,S-004,62218.73,17302.16,44829.61,18565.32
FIN-001100,20230908,S-003,20786.4,17349.19,9598.83,14412.16
FIN-001101,20230620,S-001,33980.79,10926.7,37596.04,29950.99
FIN-001102,20230402,S-001,23229.4,17335.49,48015.59,17620.44
FIN-001103,20240522,S-005,82488.74,17504.06,4240.24,12907.75
FIN-001104,20241028,S-004,62056.59,7012.81,41818.4,11907.36
FIN-001105,20230907,S-002,92942.55,11867.98,47555.78,25789.39
FIN-001106,20230705,S-003,41651.97,12402.29,29254.87,29893.78
FIN-001107,20240424,S-001,81117.8,7111.73,794.11,2583.24
FIN-001108,20240204,S-005,72701.07,2284.26,13065.7,22596.99
FIN-001109,20240211,S-003,69132.84,6765.76,40120.45,15681.93
FIN-001110,20241009,S-002,30914.93,18706.86,30060.76,17478.68
FIN-001111,20230219,S-004,63081.97,8627.2,2799.27,25666.41
FIN-001112,20230421,S-004,64407.35,5798.0,45467.84,28202.96
FIN-001113,20241117,S-004,55920.62,2975.04,37776.93,18079.92
FIN-001114,20240107,S-002,19962.08,9932.56,20567.66,28456.51
FIN-001115,20241019,S-005,24466.11,19585.91,49422.82,16950.9
FIN-001116,20230827,S-002,61597.22,10305.53,22210.13,9694.24
FIN-001117,20240806,S-003,15028.08,9372.18,2103.26,6008.75
FIN-001118,20240510,S-001,21752.7,1201.14,4145.47,29920.9
FIN-001119,20240308,S-002,33374.77,6399.06,18308.53,20664.4
FIN-001120,20240907,S-003,90473.32,4000.23,44177.14,18620.59
FIN-001121,20241117,S-004,74899.75,17199.76,29811.0,22704.66
FIN-001122,20231226,S-002,15068.48,9770.51,27717.67,26911.94
FIN-001123,20240925,S-005,59568.65,14596.68,21313.33,18524.07
FIN-001124,20240612,S-005,64364.27,6988.32,46427.1,28331.52
FIN-001125,20230917,S-005,45123.48,10481.42,47362.27,28801.21
FIN-001126,20230209,S-004,62750.38,19339.76,5952.48,16400.64
FIN-001127,20240910,S-002,80169.29,15541.18,24149.85,20528.88
FIN-001128,20240806,S-002,14639.88,4070.34,9523.27,10915.29
FIN-001129,20230409,S-002,24438.88,8006.58,27566.59,18618.13
FIN-001130,20231003,S-002,49490.95,9851.92,34559.54,13558.91
FIN-001131,20230713,S-001,87468.26,10682.19,19737.32,7227.11
FIN-001132,20231112,S-002,90654.57,7823.75,24855.53,21655.02
FIN-001133,20231028,S-001,99088.07,6638.56,25290.14,12378.81
FIN-001134,20230720,S-005,31342.49,2405.12,30026.68,10988.24
FIN-001135,20230506,S-001,36936.82,10957.48,35226.91,19785.23
FIN-001136,20240122,S-005,69902.22,3280.58,11280.22,19021.04
FIN-001137,20230321,S-003,56024.94,3256.32,47532.93,1270.4
FIN-001138,20230909,S-001,37188.35,7389.93,18857.44,16518.76
FIN-001139,20241007,S-002,41411.41,13272.86,8774.53,27642.32
FIN-001140,20230823,S-002,60159.03,3277.39,39613.03,8833.44
FIN-001141,20230416,S-005,57691.42,13298.07,2062.18,20647.54
FIN-001142,20230429,S-005,66017.42,19438.61,5061.54,26578.38
FIN-001143,20240116,S-005,75308.41,5087.32,6929.75,4814.12
FIN-001144,20230308,S-002,33975.83,12602.52,23997.16,2404.38
FIN-001145,20241221,S-001,92577.09,18321.48,40481.39,11273.3
FIN-001146,20230403,S-005,89941.56,6678.38,42500.86,10980.99
FIN-001147,20230722,S-001,37438.7,9299.72,28371.1,22069.55
FIN-001148,20230312,S-004,54165.82,10684.56,14521.22,17870.57
FIN-001149,20231216,S-002,38114.66,12936.57,32932.14,22715.3
