ID_Emissao,Chave_Data,SiteID,SourceID,Scope,CO2_kg,ActivityMetric,UnitOfMeasure,CategoriaEmissao
EM-005750,20230929,S-003,SRC-04,3,433.71,379.91,kWh,Cadeia de Valor / Transporte
EM-005751,20241029,S-002,SRC-01,1,29.4,451.03,kWh,Combustão Direta
EM-005752,20230214,S-002,SRC-04,2,37.28,362.49,kWh,Energia Elétrica
EM-005753,20230903,S-001,SRC-03,2,187.27,427.3,kWh,Energia Elétrica
EM-005754,20240215,S-003,SRC-01,2,15.92,349.61,kWh,Energia Elétrica
EM-005755,20230904,S-002,SRC-04,1,108.58,96.88,kWh,Combustão Direta
EM-005756,20230317,S-005,SRC-04,2,114.09,339.56,kWh,Energia Elétrica
EM-005757,20241126,S-004,SRC-01,1,28.41,46.39,kWh,Combustão Direta
EM-005758,20240601,S-005,SRC-01,3,11.31,247.11,kWh,Cadeia de Valor / Transporte
EM-005759,20240627,S-004,SRC-04,2,38.42,240.88,kWh,Energia Elétrica
EM-005760,20230713,S-004,SRC-04,2,84.44,121.36,kWh,Energia Elétrica
EM-005761,20231018,S-003,SRC-01,2,61.38,250.84,kWh,Energia Elétrica
EM-005762,20230425,S-004,SRC-03,2,47.22,158.38,kWh,Energia Elétrica
EM-005763,20230827,S-001,SRC-04,3,39.73,35.75,kWh,Cadeia de Valor / Transporte
EM-005764,20230319,S-001,SRC-02,2,79.92,487.11,kWh,Energia Elétrica
EM-005765,20240821,S-001,SRC-02,3,42.93,254.79,kWh,Cadeia de Valor / Transporte
EM-005766,20230613,S-001,SRC-01,1,60.09,356.07,kWh,Combustão Direta
EM-005767,20230202,S-002,SRC-02,1,83.92,245.24,kWh,Combustão Direta
EM-005768,20240511,S-005,SRC-03,1,81.43,323.43,kWh,Combustão Direta
EM-005769,20230619,S-001,SRC-03,2,115.19,324.41,kWh,Energia Elétrica
EM-005770,20241027,S-003,SRC-04,1,5.45,62.79,kWh,Combustão Direta
EM-005771,20230406,S-004,SRC-04,3,135.08,144.77,kWh,Cadeia de Valor / Transporte
EM-005772,20240817,S-004,SRC-01,1,59.19,19.32,kWh,Combustão Direta
EM-005773,20240614,S-003,SRC-02,1,47.9,236.33,kWh,Combustão Direta
EM-005774,20230710,S-005,SRC-03,2,71.6,168.47,kWh,Energia Elétrica
EM-005775,20240712,S-005,SRC-04,1,154.27,303.95,kWh,Combustão Direta
EM-005776,20240912,S-005,SRC-01,1,36.19,375.31,kWh,Combustão Direta
EM-005777,20231213,S-002,SRC-01,1,57.38,232.56,kWh,Combustão Direta
EM-005778,20230103,S-003,SRC-04,1,93.36,44.36,kWh,Combustão Direta
EM-005779,20241025,S-005,SRC-04,2,105.15,479.33,kWh,Energia Elétrica
EM-005780,20230528,S-003,SRC-04,3,33.67,411.26,kWh,Cadeia de Valor / Transporte
EM-005781,20231004,S-005,SRC-04,2,96.15,362.43,kWh,Energia Elétrica
EM-005782,20241005,S-005,SRC-04,1,37.18,382.77,kWh,Combustão Direta
EM-005783,20230218,S-004,SRC-04,2,305.99,345.78,kWh,Energia Elétrica
EM-005784,20240903,S-001,SRC-03,3,115.07,269.56,kWh,Cadeia de Valor / Transporte
EM-005785,20230925,S-002,SRC-03,2,146.81,156.52,kWh,Energia Elétrica
EM-005786,20230425,S-001,SRC-02,2,95.88,484.42,kWh,Energia Elétrica
EM-005787,20230903,S-005,SRC-03,2,55.71,114.03,kWh,Energia Elétrica
EM-005788,20240317,S-004,SRC-04,3,87.42,28.83,kWh,Cadeia de Valor / Transporte
EM-005789,20230512,S-002,SRC-02,1,120.75,410.15,kWh,Combustão Direta
EM-005790,20231104,S-003,SRC-01,2,176.93,96.11,kWh,Energia Elétrica
EM-005791,20231106,S-004,SRC-02,3,36.73,456.12,kWh,Cadeia de Valor / Transporte
EM-005792,20230430,S-005,SRC-04,2,45.52,243.85,kWh,Energia Elétrica
EM-005793,20230717,S-001,SRC-02,2,62.24,462.05,kWh,Energia Elétrica
EM-005794,20230821,S-004,SRC-02,2,92.09,282.93,kWh,Energia Elétrica
EM-005795,20230212,S-004,SRC-04,2,64.27,433.54,kWh,Energia Elétrica
EM-005796,20230522,S-004,SRC-02,1,73.2,154.86,kWh,Combustão Direta
EM-005797,20231230,S-005,SRC-01,1,144.09,464.9,kWh,Combustão Direta
EM-005798,20241218,S-005,SRC-04,2,70.34,25.15,kWh,Energia Elétrica
EM-005799,20230127,S-001,SRC-04,3,32.63,331.53,kWh,Cadeia de Valor / Transporte
EM-005800,20230725,S-004,SRC-02,2,66.32,208.26,kWh,Energia Elétrica
EM-005801,20240724,S-001,SRC-03,2,180.37,324.76,kWh,Energia Elétrica
EM-005802,20230731,S-004,SRC-03,1,256.69,113.43,kWh,Combustão Direta
EM-005803,20230525,S-004,SRC-04,2,88.77,110.79,kWh,Energia Elétrica
EM-005804,20240411,S-001,SRC-02,1,21.11,74.63,kWh,Combustão Direta
EM-005805,20230414,S-005,SRC-04,3,27.15,196.37,kWh,Cadeia de Valor / Transporte
EM-005806,20230111,S-005,SRC-01,2,42.46,160.39,kWh,Energia Elétrica
EM-005807,20230618,S-004,SRC-04,1,29.52,137.25,kWh,Combustão Direta
EM-005808,20230327,S-001,SRC-03,3,91.12,416.13,kWh,Cadeia de Valor / Transporte
EM-005809,20231013,S-005,SRC-04,1,105.58,52.68,kWh,Combustão Direta
EM-005810,20240817,S-004,SRC-01,1,89.84,187.66,kWh,Combustão Direta
EM-005811,20230816,S-004,SRC-01,2,56.57,322.31,kWh,Energia Elétrica
EM-005812,20230115,S-001,SRC-01,1,29.4,338.79,kWh,Combustão Direta
EM-005813,20230329,S-003,SRC-03,1,148.52,329.05,kWh,Combustão Direta
EM-005814,20240119,S-002,SRC-02,1,108.15,328.79,kWh,Combustão Direta
EM-005815,20230129,S-004,SRC-04,1,149.83,498.89,kWh,Combustão Direta
EM-005816,20240118,S-004,SRC-02,3,190.06,83.04,kWh,Cadeia de Valor / Transporte
EM-005817,20231017,S-003,SRC-04,1,154.76,88.49,kWh,Combustão Direta
EM-005818,20230329,S-005,SRC-04,1,148.21,11.13,kWh,Combustão Direta
EM-005819,20230717,S-003,SRC-01,1,139.5,281.59,kWh,Combustão Direta
EM-005820,20230424,S-003,SRC-01,3,105.01,191.81,kWh,Cadeia de Valor / Transporte
EM-005821,20241019,S-005,SRC-02,1,74.3,452.01,kWh,Combustão Direta
EM-005822,20230830,S-004,SRC-02,2,263.78,132.38,kWh,Energia Elétrica
EM-005823,20231008,S-004,SRC-03,3,87.53,130.97,kWh,Cadeia de Valor / Transporte
EM-005824,20230201,S-003,SRC-01,2,24.58,483.6,kWh,Energia Elétrica
EM-005825,20241013,S-004,SRC-01,2,41.98,41.36,kWh,Energia Elétrica
EM-005826,20240803,S-001,SRC-03,2,39.38,325.67,kWh,Energia Elétrica
EM-005827,20240803,S-004,SRC-02,3,88.44,393.96,kWh,Cadeia de Valor / Transporte
EM-005828,20231210,S-002,SRC-04,2,110.25,414.43,kWh,Energia Elétrica
EM-005829,20240708,S-002,SRC-02,2,35.87,70.8,kWh,Energia Elétrica
EM-005830,20230923,S-001,SRC-03,1,123.63,403.19,kWh,Combustão Direta
EM-005831,20240304,S-002,SRC-04,2,88.1,240.26,kWh,Energia Elétrica
EM-005832,20231211,S-004,SRC-03,2,114.59,43.52,kWh,Energia Elétrica
EM-005833,20230728,S-005,SRC-01,2,44.37,390.56,kWh,Energia Elétrica
EM-005834,20240602,S-003,SRC-04,2,15.17,18.53,kWh,Energia Elétrica
EM-005835,20240402,S-004,SRC-02,1,52.59,411.15,kWh,Combustão Direta
EM-005836,20240627,S-004,SRC-04,3,43.7,300.67,kWh,Cadeia de Valor / Transporte
EM-005837,20230714,S-003,SRC-01,1,58.77,449.15,kWh,Combustão Direta
EM-005838,20240528,S-005,SRC-03,3,164.01,146.84,kWh,Cadeia de Valor / Transporte
EM-005839,20230326,S-002,SRC-01,1,27.85,102.58,kWh,Combustão Direta
EM-005840,20230113,S-001,SRC-04,2,166.57,139.58,kWh,Energia Elétrica
EM-005841,20240217,S-002,SRC-01,2,37.65,30.1,kWh,Energia Elétrica
EM-005842,20241107,S-001,SRC-02,2,92.08,463.02,kWh,Energia Elétrica
EM-005843,20240519,S-002,SRC-03,2,133.33,354.33,kWh,Energia Elétrica
EM-005844,20230408,S-005,SRC-04,1,40.7,410.74,kWh,Combustão Direta
EM-005845,20240901,S-003,SRC-02,1,62.55,462.85,kWh,Combustão Direta
EM-005846,20240712,S-004,SRC-01,2,75.21,99.28,kWh,Energia Elétrica
EM-005847,20240505,S-002,SRC-04,1,107.23,39.13,kWh,Combustão Direta
EM-005848,20230508,S-002,SRC-03,2,178.45,143.13,kWh,Energia Elétrica
EM-005849,20240812,S-001,SRC-01,2,74.62,324.14,kWh,Energia Elétrica
EM-005850,20230415,S-002,SRC-04,1,74.2,363.54,kWh,Combustão Direta
EM-005851,20231224,S-004,SRC-03,1,143.91,74.33,kWh,Combustão Direta
EM-005852,20240411,S-004,SRC-04,1,35.32,151.03,kWh,Combustão Direta
EM-005853,20230111,S-005,SRC-01,1,351.83,218.7,kWh,Combustão Direta
EM-005854,20241229,S-001,SRC-02,2,54.0,461.25,kWh,Energia Elétrica
EM-005855,20230312,S-001,SRC-04,2,94.66,481.98,kWh,Energia Elétrica
EM-005856,20230602,S-002,SRC-01,2,145.25,328.21,kWh,Energia Elétrica
EM-005857,20230320,S-003,SRC-03,1,300.26,238.22,kWh,Combustão Direta
EM-005858,20241212,S-001,SRC-03,2,40.89,333.01,kWh,Energia Elétrica
EM-005859,20231204,S-001,SRC-04,1,66.57,187.76,kWh,Combustão Direta
EM-005860,20240110,S-005,SRC-01,1,39.56,357.22,kWh,Combustão Direta
EM-005861,20230423,S-003,SRC-04,1,131.85,143.81,kWh,Combustão Direta
EM-005862,20240726,S-001,SRC-02,1,6.48,437.27,kWh,Combustão Direta
EM-005863,20240401,S-001,SRC-03,1,49.9,138.64,kWh,Combustão Direta
EM-005864,20230705,S-005,SRC-01,2,25.1,373.66,kWh,Energia Elétrica
EM-005865,20240319,S-001,SRC-02,1,131.42,191.5,kWh,Combustão Direta
EM-005866,20241108,S-001,SRC-03,3,34.9,75.53,kWh,Cadeia de Valor / Transporte
EM-005867,20230409,S-005,SRC-04,2,35.39,96.76,kWh,Energia Elétrica
EM-005868,20240331,S-005,SRC-04,3,120.72,418.69,kWh,Cadeia de Valor / Transporte
EM-005869,20231125,S-003,SRC-02,2,61.63,313.23,kWh,Energia Elétrica
EM-005870,20231107,S-002,SRC-01,1,238.33,16.87,kWh,Combustão Direta
EM-005871,20240913,S-004,SRC-04,2,179.81,459.95,kWh,Energia Elétrica
EM-005872,20241109,S-001,SRC-02,1,182.03,62.83,kWh,Combustão Direta
EM-005873,20240617,S-005,SRC-04,2,14.06,401.54,kWh,Energia Elétrica
EM-005874,20230923,S-003,SRC-01,2,116.85,111.62,kWh,Energia Elétrica
EM-005875,20231214,S-005,SRC-04,2,37.05,300.32,kWh,Energia Elétrica
EM-005876,20230106,S-004,SRC-03,3,132.68,127.35,kWh,Cadeia de Valor / Transporte
EM-005877,20240331,S-005,SRC-04,3,170.14,453.92,kWh,Cadeia de Valor / Transporte
EM-005878,20230709,S-004,SRC-02,1,235.1,91.23,kWh,Combustão Direta
EM-005879,20230320,S-001,SRC-02,2,112.72,36.88,kWh,Energia Elétrica
EM-005880,20240406,S-003,SRC-02,3,112.81,342.58,kWh,Cadeia de Valor / Transporte
EM-005881,20240926,S-002,SRC-04,1,53.86,143.76,kWh,Combustão Direta
EM-005882,20230724,S-004,SRC-01,2,99.49,196.28,kWh,Energia Elétrica
EM-005883,20230531,S-004,SRC-03,2,27.31,496.06,kWh,Energia Elétrica
EM-005884,20241005,S-003,SRC-02,1,54.29,156.93,kWh,Combustão Direta
EM-005885,20230609,S-003,SRC-03,1,72.4,228.79,kWh,Combustão Direta
EM-005886,20230903,S-005,SRC-04,3,90.85,227.76,kWh,Cadeia de Valor / Transporte
EM-005887,20241103,S-004,SRC-04,2,210.62,77.58,kWh,Energia Elétrica
EM-005888,20231002,S-003,SRC-01,3,98.87,194.49,kWh,Cadeia de Valor / Transporte
EM-005889,20240620,S-002,SRC-04,2,144.78,187.86,kWh,Energia Elétrica
EM-005890,20241003,S-005,SRC-02,3,39.34,463.64,kWh,Cadeia de Valor / Transporte
EM-005891,20240701,S-005,SRC-01,1,91.87,56.87,kWh,Combustão Direta
EM-005892,20230908,S-003,SRC-01,2,42.93,243.03,kWh,Energia Elétrica
EM-005893,20240701,S-004,SRC-01,1,107.51,306.96,kWh,Combustão Direta
EM-005894,20240103,S-001,SRC-02,1,95.87,212.35,kWh,Combustão Direta
EM-005895,20230824,S-002,SRC-02,3,55.12,383.43,kWh,Cadeia de Valor / Transporte
EM-005896,20241009,S-002,SRC-04,2,108.83,81.29,kWh,Energia Elétrica
EM-005897,20230627,S-004,SRC-02,1,113.87,150.88,kWh,Combustão Direta
EM-005898,20240525,S-005,SRC-02,2,50.1,80.18,kWh,Energia Elétrica
EM-005899,20240825,S-003,SRC-01,1,9.55,293.26,kWh,Combustão Direta
EM-005900,20231116,S-003,SRC-03,3,69.92,69.57,kWh,Cadeia de Valor / Transporte
EM-005901,20240413,S-003,SRC-04,3,220.96,99.09,kWh,Cadeia de Valor / Transporte
EM-005902,20240414,S-004,SRC-03,1,233.7,465.62,kWh,Combustão Direta
EM-005903,20230502,S-002,SRC-03,2,54.96,164.31,kWh,Energia Elétrica
EM-005904,20230112,S-003,SRC-02,1,73.71,272.22,kWh,Combustão Direta
EM-005905,20240518,S-002,SRC-02,1,33.4,443.07,kWh,Combustão Direta
EM-005906,20230106,S-005,SRC-03,2,49.03,347.02,kWh,Energia Elétrica
EM-005907,20230811,S-003,SRC-03,2,210.59,41.65,kWh,Energia Elétrica
EM-005908,20230906,S-002,SRC-04,2,147.51,383.0,kWh,Energia Elétrica
EM-005909,20230531,S-002,SRC-01,2,40.61,469.73,kWh,Energia Elétrica
EM-005910,20230306,S-004,SRC-03,2,184.59,473.59,kWh,Energia Elétrica
EM-005911,20240811,S-002,SRC-01,3,64.88,289.42,kWh,Cadeia de Valor / Transporte
EM-005912,20241008,S-003,SRC-03,1,156.74,88.9,kWh,Combustão Direta
EM-005913,20240325,S-002,SRC-01,1,91.01,475.12,kWh,Combustão Direta
EM-005914,20230218,S-002,SRC-04,3,26.04,495.66,kWh,Cadeia de Valor / Transporte
EM-005915,20240125,S-003,SRC-03,1,41.98,148.43,kWh,Combustão Direta
EM-005916,20240212,S-001,SRC-03,2,68.19,363.32,kWh,Energia Elétrica
EM-005917,20240812,S-003,SRC-03,2,119.14,487.15,kWh,Energia Elétrica
EM-005918,20231012,S-001,SRC-04,2,65.3,199.06,kWh,Energia Elétrica
EM-005919,20230623,S-005,SRC-03,1,56.56,46.91,kWh,Combustão Direta
EM-005920,20240529,S-002,SRC-03,2,196.27,359.49,kWh,Energia Elétrica
EM-005921,20240928,S-004,SRC-04,2,196.5,438.97,kWh,Energia Elétrica
EM-005922,20230516,S-003,SRC-04,1,255.85,147.83,kWh,Combustão Direta
EM-005923,20240203,S-002,SRC-01,1,153.96,54.13,kWh,Combustão Direta
EM-005924,20240723,S-001,SRC-01,2,18.06,494.16,kWh,Energia Elétrica
EM-005925,20230104,S-003,SRC-01,1,109.2,304.08,kWh,Combustão Direta
EM-005926,20240305,S-005,SRC-02,2,25.9,472.48,kWh,Energia Elétrica
EM-005927,20241002,S-004,SRC-01,3,18.01,96.6,kWh,Cadeia de Valor / Transporte
EM-005928,20240205,S-005,SRC-01,2,160.34,22.9,kWh,Energia Elétrica
EM-005929,20230626,S-004,SRC-01,2,52.02,81.11,kWh,Energia Elétrica
EM-005930,20230502,S-003,SRC-01,2,164.43,439.36,kWh,Energia Elétrica
EM-005931,20230828,S-002,SRC-01,2,69.72,429.86,kWh,Energia Elétrica
EM-005932,20230307,S-001,SRC-04,1,107.83,484.7,kWh,Combustão Direta
EM-005933,20240315,S-004,SRC-01,1,255.43,143.16,kWh,Combustão Direta
EM-005934,20241016,S-004,SRC-03,1,57.37,320.51,kWh,Combustão Direta
EM-005935,20230914,S-004,SRC-01,1,80.92,395.53,kWh,Combustão Direta
EM-005936,20231224,S-005,SRC-02,1,143.42,28.44,kWh,Combustão Direta
EM-005937,20230612,S-004,SRC-04,2,237.45,104.71,kWh,Energia Elétrica
EM-005938,20240921,S-001,SRC-03,2,85.94,298.66,kWh,Energia Elétrica
EM-005939,20230412,S-002,SRC-04,2,112.69,84.84,kWh,Energia Elétrica
EM-005940,20240816,S-001,SRC-03,1,68.04,305.4,kWh,Combustão Direta
EM-005941,20231018,S-004,SRC-02,1,86.39,13.16,kWh,Combustão Direta
EM-005942,20241005,S-001,SRC-03,3,220.23,291.08,kWh,Cadeia de Valor / Transporte
EM-005943,20241211,S-002,SRC-03,1,84.32,310.18,kWh,Combustão Direta
EM-005944,20240510,S-003,SRC-02,2,193.06,201.0,kWh,Energia Elétrica
EM-005945,20230102,S-001,SRC-04,3,150.08,356.55,kWh,Cadeia de Valor / Transporte
EM-005946,20241129,S-002,SRC-04,1,78.42,22.85,kWh,Combustão Direta
EM-005947,20231009,S-005,SRC-01,2,49.9,417.75,kWh,Energia Elétrica
EM-005948,20230519,S-005,SRC-02,2,18.52,347.22,kWh,Energia Elétrica
EM-005949,20240828,S-001,SRC-04,1,52.68,43.85,kWh,Combustão Direta
EM-005950,20241024,S-004,SRC-02,3,35.89,428.71,kWh,Cadeia de Valor / Transporte
EM-005951,20230207,S-004,SRC-04,3,226.46,484.69,kWh,Cadeia de Valor / Transporte
EM-005952,20230328,S-005,SRC-03,2,90.0,319.47,kWh,Energia Elétrica
EM-005953,20230827,S-004,SRC-03,2,11.66,61.47,kWh,Energia Elétrica
EM-005954,20230424,S-004,SRC-01,1,102.83,432.03,kWh,Combustão Direta
EM-005955,20240701,S-005,SRC-03,1,62.77,451.09,kWh,Combustão Direta
EM-005956,20230428,S-002,SRC-04,1,180.63,183.96,kWh,Combustão Direta
EM-005957,20241030,S-003,SRC-03,1,91.77,155.62,kWh,Combustão Direta
EM-005958,20240104,S-002,SRC-02,2,188.46,351.98,kWh,Energia Elétrica
EM-005959,20240209,S-004,SRC-03,1,436.41,254.91,kWh,Combustão Direta
EM-005960,20241230,S-001,SRC-03,2,44.04,297.5,kWh,Energia Elétrica
EM-005961,20240807,S-005,SRC-01,2,129.19,47.7,kWh,Energia Elétrica
EM-005962,20230730,S-003,SRC-01,2,39.84,359.19,kWh,Energia Elétrica
EM-005963,20240711,S-005,SRC-01,1,51.36,210.68,kWh,Combustão Direta
EM-005964,20230401,S-002,SRC-01,1,57.13,295.94,kWh,Combustão Direta
EM-005965,20241119,S-005,SRC-04,3,79.37,51.06,kWh,Cadeia de Valor / Transporte
EM-005966,20241212,S-002,SRC-04,1,122.09,316.61,kWh,Combustão Direta
EM-005967,20230826,S-002,SRC-03,2,177.73,326.06,kWh,Energia Elétrica
EM-005968,20230523,S-004,SRC-01,1,113.02,179.84,kWh,Combustão Direta
EM-005969,20240928,S-004,SRC-03,2,74.21,273.01,kWh,Energia Elétrica
EM-005970,20230206,S-005,SRC-03,2,110.26,325.55,kWh,Energia Elétrica
EM-005971,20230913,S-004,SRC-02,1,315.15,223.48,kWh,Combustão Direta
EM-005972,20240723,S-005,SRC-02,2,43.78,405.54,kWh,Energia Elétrica
EM-005973,20230913,S-001,SRC-03,2,156.11,440.38,kWh,Energia Elétrica
EM-005974,20241129,S-005,SRC-04,2,64.86,85.44,kWh,Energia Elétrica
EM-005975,20230128,S-002,SRC-04,2,14.72,248.03,kWh,Energia Elétrica
EM-005976,20240229,S-003,SRC-04,3,24.36,173.25,kWh,Cadeia de Valor / Transporte
EM-005977,20231003,S-003,SRC-02,1,100.48,421.65,kWh,Combustão Direta
EM-005978,20240820,S-005,SRC-02,1,114.47,384.17,kWh,Combustão Direta
EM-005979,20230320,S-002,SRC-02,2,48.68,10.22,kWh,Energia Elétrica
EM-005980,20230708,S-005,SRC-01,2,56.67,363.67,kWh,Energia Elétrica
EM-005981,20240810,S-001,SRC-03,2,28.9,335.74,kWh,Energia Elétrica
EM-005982,20230515,S-002,SRC-04,1,218.26,287.61,kWh,Combustão Direta
EM-005983,20240425,S-001,SRC-03,2,64.26,60.32,kWh,Energia Elétrica
EM-005984,20230325,S-002,SRC-04,2,93.03,472.52,kWh,Energia Elétrica
EM-005985,20230629,S-004,SRC-01,2,31.44,422.11,kWh,Energia Elétrica
EM-005986,20241205,S-002,SRC-03,1,135.5,35.99,kWh,Combustão Direta
EM-005987,20231120,S-003,SRC-03,3,327.54,499.82,kWh,Cadeia de Valor / Transporte
EM-005988,20230725,S-002,SRC-01,2,99.2,71.38,kWh,Energia Elétrica
EM-005989,20230124,S-004,SRC-02,2,196.58,161.2,kWh,Energia Elétrica
EM-005990,20240118,S-004,SRC-01,3,59.63,343.21,kWh,Cadeia de Valor / Transporte
EM-005991,20231121,S-004,SRC-02,2,97.12,463.48,kWh,Energia Elétrica
EM-005992,20230706,S-005,SRC-03,2,42.3,382.63,kWh,Energia Elétrica
EM-005993,20231012,S-004,SRC-01,2,144.65,354.17,kWh,Energia Elétrica
EM-005994,20230413,S-005,SRC-02,1,95.49,16.77,kWh,Combustão Direta
EM-005995,20230915,S-002,SRC-04,1,50.59,477.09,kWh,Combustão Direta
EM-005996,20241003,S-004,SRC-04,1,33.38,345.33,kWh,Combustão Direta
EM-005997,20241005,S-003,SRC-03,1,478.17,98.57,kWh,Combustão Direta
EM-005998,20230515,S-004,SRC-01,2,64.55,399.7,kWh,Energia Elétrica
EM-005999,20240326,S-003,SRC-03,1,93.74,404.19,kWh,Combustão Direta
EM-006000,20230306,S-001,SRC-02,3,147.86,261.71,kWh,Cadeia de Valor / Transporte
EM-006001,20231010,S-003,SRC-03,2,128.9,138.65,kWh,Energia Elétrica
EM-006002,20231025,S-004,SRC-02,2,107.56,73.83,kWh,Energia Elétrica
EM-006003,20230524,S-001,SRC-01,1,62.99,183.2,kWh,Combustão Direta
EM-006004,20230811,S-003,SRC-01,2,171.45,451.13,kWh,Energia Elétrica
EM-006005,20240312,S-002,SRC-03,2,143.27,444.77,kWh,Energia Elétrica
EM-006006,20240627,S-001,SRC-02,3,245.52,334.13,kWh,Cadeia de Valor / Transporte
EM-006007,20241001,S-001,SRC-02,1,86.61,367.61,kWh,Combustão Direta
EM-006008,20241211,S-004,SRC-04,1,127.79,235.84,kWh,Combustão Direta
EM-006009,20240517,S-005,SRC-01,1,152.03,212.59,kWh,Combustão Direta
EM-006010,20240613,S-001,SRC-02,2,96.8,231.91,kWh,Energia Elétrica
EM-006011,20230521,S-001,SRC-01,2,101.48,280.07,kWh,Energia Elétrica
EM-006012,20241226,S-001,SRC-04,2,173.42,471.16,kWh,Energia Elétrica
EM-006013,20230510,S-003,SRC-01,2,75.22,108.31,kWh,Energia Elétrica
EM-006014,20230411,S-003,SRC-03,2,42.92,308.85,kWh,Energia Elétrica
EM-006015,20230420,S-004,SRC-03,1,34.34,33.86,kWh,Combustão Direta
EM-006016,20241126,S-005,SRC-03,2,59.85,194.78,kWh,Energia Elétrica
EM-006017,20231122,S-005,SRC-03,1,70.31,429.31,kWh,Combustão Direta
EM-006018,20240609,S-005,SRC-03,1,58.28,276.03,kWh,Combustão Direta
EM-006019,20241231,S-004,SRC-04,1,158.14,498.63,kWh,Combustão Direta
EM-006020,20241202,S-002,SRC-03,1,188.59,237.29,kWh,Combustão Direta
EM-006021,20240309,S-005,SRC-03,2,7.46,373.55,kWh,Energia Elétrica
EM-006022,20231011,S-002,SRC-01,2,56.36,378.31,kWh,Energia Elétrica
EM-006023,20230129,S-001,SRC-03,2,274.64,200.78,kWh,Energia Elétrica
EM-006024,20241220,S-002,SRC-02,2,24.15,129.19,kWh,Energia Elétrica
EM-006025,20241101,S-001,SRC-01,1,105.64,48.73,kWh,Combustão Direta
EM-006026,20230118,S-005,SRC-04,2,118.18,108.27,kWh,Energia Elétrica
EM-006027,20230114,S-001,SRC-03,2,16.8,383.12,kWh,Energia Elétrica
EM-006028,20230601,S-005,SRC-04,1,191.79,350.55,kWh,Combustão Direta
EM-006029,20241213,S-005,SRC-02,1,95.31,251.46,kWh,Combustão Direta
EM-006030,20230826,S-001,SRC-01,3,65.81,32.87,kWh,Cadeia de Valor / Transporte
EM-006031,20240213,S-002,SRC-02,2,146.98,307.71,kWh,Energia Elétrica
EM-006032,20240510,S-005,SRC-03,3,34.22,115.81,kWh,Cadeia de Valor / Transporte
EM-006033,20230601,S-003,SRC-03,2,133.44,88.59,kWh,Energia Elétrica
EM-006034,20230524,S-003,SRC-04,1,92.69,16.3,kWh,Combustão Direta
EM-006035,20230607,S-003,SRC-03,1,83.65,92.56,kWh,Combustão Direta
EM-006036,20230118,S-004,SRC-04,1,159.66,317.29,kWh,Combustão Direta
EM-006037,20230217,S-003,SRC-04,2,65.83,109.33,kWh,Energia Elétrica
EM-006038,20240116,S-002,SRC-01,1,117.14,352.21,kWh,Combustão Direta
EM-006039,20241009,S-004,SRC-03,2,81.61,275.38,kWh,Energia Elétrica
EM-006040,20240508,S-002,SRC-03,1,10.26,242.85,kWh,Combustão Direta
EM-006041,20231220,S-002,SRC-02,1,71.08,265.37,kWh,Combustão Direta
EM-006042,20241021,S-002,SRC-03,2,135.5,145.64,kWh,Energia Elétrica
EM-006043,20230715,S-004,SRC-04,1,121.15,346.9,kWh,Combustão Direta
EM-006044,20231221,S-001,SRC-03,3,16.19,101.42,kWh,Cadeia de Valor / Transporte
EM-006045,20230713,S-003,SRC-01,3,43.67,62.2,kWh,Cadeia de Valor / Transporte
EM-006046,20231024,S-004,SRC-01,1,10.93,467.78,kWh,Combustão Direta
EM-006047,20240228,S-002,SRC-01,2,75.51,388.96,kWh,Energia Elétrica
EM-006048,20230926,S-004,SRC-02,1,96.54,202.84,kWh,Combustão Direta
EM-006049,20240817,S-005,SRC-01,1,40.09,450.32,kWh,Combustão Direta
EM-006050,20240330,S-004,SRC-02,2,110.39,276.21,kWh,Energia Elétrica
EM-006051,20230420,S-005,SRC-03,2,49.16,65.99,kWh,Energia Elétrica
EM-006052,20240725,S-001,SRC-04,1,38.83,102.58,kWh,Combustão Direta
EM-006053,20230430,S-004,SRC-04,1,31.54,109.98,kWh,Combustão Direta
EM-006054,20230324,S-005,SRC-01,1,146.78,12.66,kWh,Combustão Direta
EM-006055,20240501,S-005,SRC-03,1,150.79,320.85,kWh,Combustão Direta
EM-006056,20240419,S-004,SRC-02,3,74.38,199.89,kWh,Cadeia de Valor / Transporte
EM-006057,20240731,S-005,SRC-02,2,10.49,21.54,kWh,Energia Elétrica
EM-006058,20230912,S-002,SRC-01,1,59.24,269.44,kWh,Combustão Direta
EM-006059,20230227,S-001,SRC-04,1,36.75,105.36,kWh,Combustão Direta
EM-006060,20240704,S-005,SRC-01,2,21.92,341.06,kWh,Energia Elétrica
EM-006061,20230801,S-003,SRC-03,1,180.98,170.35,kWh,Combustão Direta
EM-006062,20240408,S-002,SRC-01,1,145.61,340.7,kWh,Combustão Direta
EM-006063,20240916,S-001,SRC-03,3,77.13,372.97,kWh,Cadeia de Valor / Transporte
EM-006064,20230920,S-004,SRC-04,2,120.5,151.57,kWh,Energia Elétrica
EM-006065,20240929,S-004,SRC-03,2,357.96,437.86,kWh,Energia Elétrica
EM-006066,20240220,S-005,SRC-04,1,91.73,466.86,kWh,Combustão Direta
EM-006067,20230102,S-002,SRC-03,1,39.14,285.96,kWh,Combustão Direta
EM-006068,20240225,S-001,SRC-03,1,54.12,160.14,kWh,Combustão Direta
EM-006069,20231219,S-001,SRC-04,2,36.23,374.49,kWh,Energia Elétrica
